product,review,star,gender,age
ヒートテックタートルネックT（9分袖）,黒とグレーを１枚ずつ購入。ダウンジャケットの下に着用したくて広告のチラシを見てイーアス高尾店へ。ところが広告のタートルのヒートテックは女性用しかない。と女性スタッフの方からのご案内。一番大きなサイズを試着させられた。ぴっちぴちのぱっつんぱっつんで諦めてダウンだけ買おうと精算レジへ向かったが、駄目もとでレジ近くにいた男性スタッフに確認。何と、オンラインストア限定で販売していると。早く言ってよ〜！その場でサイトにログインし注文した。昨年末から今年の初めにかけて八王子は記録的な寒さ。基本夜勤の私。屋外での作業も多いのだが、−10°Ｃ以下の夜もこのヒートテックタートルＴとウルトラライトダウンジャケットの組合せで乗り切った。何より肩コリの原因になるネックウォーマーを使う必要がなくなったのは驚き。オンラインストアをご案内くださったあの時の男性スタッフの方。この場を借りて感謝感謝ありがとうございました。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"暖かくて嵩張らず、かなり重宝します。
ハイネックニットのインナーとして
毎年大活躍になりそうです。",5,男性,50代
ヒートテックタートルネックT（9分袖）,サラッと1枚で着れて使い回しも良く、生地が薄いので革ジャンとの相性もgoodです。袖が9分丈なのが実は秀逸です。,5,男性,50代
ヒートテックタートルネックT（9分袖）,柔らかな生地で肌に優しくしっかり暖かいので重宝してます。秋が近づいたらもう一着買おうかと思っています。,5,男性,30代
ヒートテックタートルネックT（9分袖）,中学生の息子用に購入。キッズの160センチが小さくなったため、メンズサイズに移行。暖かさはもちろん、洗濯しても乾きが早いので冬の時期は愛用。レディースのLサイズと迷ったけれど、袖の部分がメンズだと絞ってあって、捲り上げた時に落ちてこないのでこちらを購入。大満足だったので、サイズアウトしたらまた購入したい。,4,回答しない,回答しない
ヒートテックタートルネックT（9分袖）,冬に中に着る用に使用しており、控え用に購入。中に着ると温かい。,3,男性,50代
ヒートテックタートルネックT（9分袖）,"黒  LサイズとMサイズを購入
身長176cm 体重66kg
どちらのサイズでも大丈夫ですが
Mサイズはピッタリ
Lサイズは若干余裕がありました。
とても暖かく助かりました。",5,男性,50代
ヒートテックタートルネックT（9分袖）,購入カラー黒、寒い季節の仕事着としていつも購入しています。作業着の下に着ても薄手なので邪魔にならずに暖かく手離せません。,5,男性,20代
ヒートテックタートルネックT（9分袖）,こちらを買っておけば間違い無いのでユニクロに行ったら買うようにしています,5,女性,60代以上
ヒートテックタートルネックT（9分袖）,"身体にフィットして着やすく温かい
値段以上の価値有り",4,男性,50代
ヒートテックタートルネックT（9分袖）,"自分は首の狭窄症がある為、冬は常に首を温める必要があるので毎年タートルネックで買っています。
これを着ていれば首が痛くなる頻度が少なくて助かっています。
もうヒートテックなしではいられません。
ただ、店舗に置かなくなったのはショックです。
来シーズンはまた店舗で買えると嬉しいです。",5,男性,40代
ヒートテックタートルネックT（9分袖）,ハイネックのセーター着用時いつも首元がイガイガするのでインナーにこれを着用したらばっちりでした、,5,男性,50代
ヒートテックタートルネックT（9分袖）,１０分袖が欲しいです。それ以外に不満はありません。,3,男性,50代
ヒートテックタートルネックT（9分袖）,冬場のシャツのインナーでおしゃれに着てます。ありがとうございました。,5,男性,50代
ヒートテックタートルネックT（9分袖）,パーカーの中に着るのにちょうど良いフィット感。タートルはあまり着ない方だが、この商品はヒダヒダにならず、かと言ってキツいこともないので、寒い冬にも適している。何度か洗濯しているが、今のところ撚れることもない。,5,男性,40代
ヒートテックタートルネックT（9分袖）,早速、着用させて頂きました。今回、リピートで前回と全く同じで保温力には大変満足しております。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,普通のシャツとして使用しています。一般的なタートルネック商品を購入しましたが首や袖口が伸びてしまいすぐに使用できなくなっていました。この商品はそんな事はないように思います。,4,男性,50代
ヒートテックタートルネックT（9分袖）,寒い時期に首元が寒くならないようにするために購入。タートルネックは暖かいけれど、着用時のチクチク感や息苦しさが難点でしたが、こちらはこれらの難点がほぼクリア出来ていて自然に着用出来ます。,5,男性,40代
ヒートテックタートルネックT（9分袖）,ヒートテックタートルネックは暖かいので、寒い日は大活躍しています。ショップでも販売してほしいです。,5,男性,回答しない
ヒートテックタートルネックT（9分袖）,"インナーとして、とても重宝します。

タートルネックでニットやTシャツの下に着るのにも良いです。",5,男性,20代
ヒートテックタートルネックT（9分袖）,"毎年購入しています。
薄いので重ね着してもゴワゴワしないです。",5,男性,40代
ヒートテックタートルネックT（9分袖）,"毎年購入してます
毛玉が出来ないのが何よりですね
もう少し暖かだと5星ですね",4,その他,回答しない
ヒートテックタートルネックT（9分袖）,ウチのオシャレに関心度の低い子に買いました、要らないのにと言いながら、激しくローテされてます。着やすい、外に出た時襟元が寒く無い、大きめを買ったので長時間の仕事でも身体に、楽な感あるようです。,5,男性,30代
ヒートテックタートルネックT（9分袖）,薄手で暖かい良い製品だと思いますが９分袖なので、寒い日に手袋と袖口の間の隙間で冷えを感じてちょっとだけ短さを意識します。体にぴったりしたほうがヒートテックらしい暖かさなのでサイズを上げたくない‥ちょうどよい着用感だけれど袖丈短めでした。,3,男性,60代以上
ヒートテックタートルネックT（9分袖）,思ったより少し薄目の生地、肌触りは良い、タイトなサイズ感、,4,男性,50代
ヒートテックタートルネックT（9分袖）,首周りも締めつけ感がなく着やすいです。暖かさもありバッチリです,4,回答しない,50代
ヒートテックタートルネックT（9分袖）,"タートルネックは首元が温かいので一度着たら離せません。
毎日風呂上りに着替えるアンダーシャツはこればかりです。
よく伸びるので体にピッタリしていい感じです。防寒という点ではもっと厚いのもありますが、それは上に着るシャツで調整すればいいだけのことです。
UNIQLOさんのゴムはへたりが早い傾向にある気がしますので、今後首元がビョンビョンに伸びきってしまわないことを期待しています。",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,首元が暖かくてこの上にセーター着たらヌクヌクでした。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"暖かい、コレ1番大事！
そして薄手なのがありがたい。
犬の散歩の寒さ対策としては完璧でした。
コレは間違いなくリピートしますよー",5,男性,50代
ヒートテックタートルネックT（9分袖）,今年はハイネックが店舗になく、夫に頼まれネットで注文。9分袖じゃなく、10分袖をメンズにも作って欲しいそうです。,3,女性,回答しない
ヒートテックタートルネックT（9分袖）,"フィット感が良いとても暖かいですもう戻れません
家族用にまた購入します
",5,男性,50代
ヒートテックタートルネックT（9分袖）,長年愛用しています。特に寒い時期は「極暖」ですが通常はこのタイプで十分に暖かいです。残念なのは、カラーがグレー一色しかないことです（昔は白とかエンジみたいな色がありました）,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,首元がしっかりフィットしているが締めつけ感はありません。袖が9分なので動きやすくズレがありません大変暖かい。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"普段着るトップスのインナー用として買いました。
もともとヒートテックは持っていたのですが、タートルネックは段違いの暖かさでした！",5,男性,20代
ヒートテックタートルネックT（9分袖）,体にフィットしてとても着やすいです。ピタッとする感じですが不快感はありません。またネックの部分もよくある痒くなったり等はありません。袖も9分丈なので上に着たものから出ないのもいいです。,5,男性,30代
ヒートテックタートルネックT（9分袖）,ヒートテックは色々持っていますが1番暖かいです。個人的にはもうちょっと首に余裕があると苦しくないのですが,5,男性,50代
ヒートテックタートルネックT（9分袖）,薄手で軽い着心地なので、重ね着しても動きにストレスがない。手首のデザインが好き。色違いでも欲しかったです。来年狙います！,5,女性,50代
ヒートテックタートルネックT（9分袖）,"薄くて暖かく、サラッとして気持ちいい。
着膨れしないところがよい。",5,男性,40代
ヒートテックタートルネックT（9分袖）,普段はMサイズですが、今回Lサイズにしました。少しゆったりで狙いどおりです。やわらかくて軽くて、首がしっかりあたためられるのでうれしいです。9分袖なので上着からも出ずにいい感じに着ることができます。,4,男性,50代
ヒートテックタートルネックT（9分袖）,"じょうぶで長持ち　保温もちょうどよく
ネックタイプは特に寒い日のインナーに１番です",5,男性,40代
ヒートテックタートルネックT（9分袖）,ちょうどいいフット感です。だけど伸縮性があるので苦しくない。首をカバーするのでクルーネックより暖かい。私は首が短いのでハイネックがあるとより良いのだが！,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,着た感も非常にしっくり。でもメチャクチャ暖かくて、シャツの下に着るだけでセーター要らず,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,首がきつく、私は着るのを止めました。事前の試着必須です。。,2,男性,40代
ヒートテックタートルネックT（9分袖）,"ワイシャツの下地インナーに
着込むために購入
タートルなので　襟の広がりを
気にせず　着用できる
春　夏用にも　薄い素材で
商品出してくれるといいですね
ノーネクタイで過ごせるので",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,すごく軽く薄いんで仕事に使っています。薄く軽いから動きやすいです。暖かさはそこまでではないけど、ないよりは暖かいです。,3,男性,40代
ヒートテックタートルネックT（9分袖）,タートルネックの半袖丈が、なかなか無くマジックミシンさんで丈詰めして愛用しています。冬場の袖のゴワゴワが解消しました。是非商品化して欲しいです。,3,男性,50代
ヒートテックタートルネックT（9分袖）,"裾がもう少し長い方が良い。
前回買った物の方が長い。カラーの増やして欲しい",3,男性,60代以上
ヒートテックタートルネックT（9分袖）,夫がワイシャツの下に着ています。首を温めるだけで全身の暖かさが段違いとのこと。,5,女性,回答しない
ヒートテックタートルネックT（9分袖）,冬の定番です、毎年活用させていただいてます。最高。,4,男性,回答しない
ヒートテックタートルネックT（9分袖）,生地の厚さのわりに温かい、ワンサイズ小さいサイズを着るとより温かい,4,男性,60代以上
ヒートテックタートルネックT（9分袖）,"タートルを初めて使ってみたが、段違いの
暖かさでビックリした。
普通のヒートテックで不満があったら、
試して欲しい。",5,男性,回答しない
ヒートテックタートルネックT（9分袖）,肌触り、コスパ最高です。一回着たらまた、これにしますって感じです。,5,男性,50代
ヒートテックタートルネックT（9分袖）,毎日寒いのでパジャマの下に着て寝ます。首元暖かいし放せません,5,女性,回答しない
ヒートテックタートルネックT（9分袖）,"タートルネックなのでＭＡー１着用時でも首元が暖かい
ショッピングモールではヒートテックで薄手のフリースのみで汗ばむくらい暖かいです

",5,男性,50代
ヒートテックタートルネックT（9分袖）,169センチでMで丁度。色もシックでいい感じ。欲しかったタートルネック。,3,男性,50代
ヒートテックタートルネックT（9分袖）,これをきたら、セーターとか厚めの服は薄めでいいですよ。出ないと、場合によっては、汗だくです。,5,男性,50代
ヒートテックタートルネックT（9分袖）,北海道住みですが、毎日ヒートテック上下を着て仕事着を着ています。程よいフィット感がないと逆に不安です。ぜひ以前販売していたネイビーの復活をお願いします！もちろんタイツも！,5,男性,40代
ヒートテックタートルネックT（9分袖）,タートルもいいのですが、ハイネックタイプがあったら良かったということで星4つにしました。,4,その他,50代
ヒートテックタートルネックT（9分袖）,クーポンがあったので試しに買ってみましたが、質感や大きさ共に満足してます。,5,男性,50代
ヒートテックタートルネックT（9分袖）,Sサイズを着ています。他のメーカーのもの、ユニクロの他のTシャツなどと比べて。　、クビの締まりがよく、キツい感じ。いつもSでいいのにちょっと小さめわ、って感じです。,3,男性,60代以上
ヒートテックタートルネックT（9分袖）,着心地いい感じ。パーカーの下に着用。外にいても温かかったです,4,男性,10 - 14歳
ヒートテックタートルネックT（9分袖）,薄いけど大丈夫?と思いつつ着ると肌触りも良く温かい。Yシャツの下に着ても大丈夫,5,男性,40代
ヒートテックタートルネックT（9分袖）,薄くて着膨れしないが暖かい。この価格なら大満足です。もう少し生地のテカリを抑えたほうが良いかも。,5,男性,40代
ヒートテックタートルネックT（9分袖）,タートルネック好きなのでリピ購入。店舗にも置いてもらえると嬉しいです,5,男性,50代
ヒートテックタートルネックT（9分袖）,"薄めのタートルをさがしていました。９分丈で袖のところが、もたつかずよいです。
グレーの色も一番好きな濃さでした。",4,男性,20代
ヒートテックタートルネックT（9分袖）,"生地が薄いのでインナーとして着やすいです。
ただ、タートルの部分はインナーっぽい生地感が見えてしまうので好みによると思います。",5,男性,40代
ヒートテックタートルネックT（9分袖）,"首回りがとても暖かくて真冬には重宝する商品です。購入して良かったです。色違いも欲しいです。
",5,女性,40代
ヒートテックタートルネックT（9分袖）,"寒い軽井沢に行くために購入しました。
首元に丁度良いフィット感で暖かく重宝致しました。",5,男性,20代
ヒートテックタートルネックT（9分袖）,"息子に購入。
かさばらないので重ね着にピッタリ。
もちろん暖かく満足です。",5,女性,40代
ヒートテックタートルネックT（9分袖）,"毎年、購入してます。雪国の冬は、これで、寒さをしのぎます。
冬には、欠かせないアイテムです。これからも、進化し続けてください。",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"サイズ感、着やすさ、暖かさが気に入り複数購入しました。
",5,男性,回答しない
ヒートテックタートルネックT（9分袖）,ウールのタートルネックのチクチク感が無くなります。とても暖かくて良いですね😃,5,男性,50代
ヒートテックタートルネックT（9分袖）,寒い冬を乗りきるためにリピートです。生地が薄くても暖かいです。スッキリ着られます。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"この時期必須アイテム！
店頭にも置いてほしい
これがないと冬は越せません！",5,男性,30代
ヒートテックタートルネックT（9分袖）,袖を通した時にヒヤッとすることもなく、適度にフィットして良いです。,5,女性,40代
ヒートテックタートルネックT（9分袖）,着用感よく、ちょうど良い薄さ、色目も良かったです。極暖インナーシャツの上にタートルネックを着れば最強です！,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"お店に置いてないのが残念です
また、購入しょうと思います
",4,男性,50代
ヒートテックタートルネックT（9分袖）,ちょうどのサイズでよかったです。薄いけど、あったかいものが欲しかったので、ちょうど良かったです。,5,男性,40代
ヒートテックタートルネックT（9分袖）,"首回りを含め暖かく色アイ良くサイズもぴったりで寒がりの人には大変良いと思う
",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,数年着ているネックが、立たなくなってしまいましたのでの買い替えです。,4,男性,60代以上
ヒートテックタートルネックT（9分袖）,冬の必需品です。期間限定でお安く買えたので、今年も毎日のように着ています,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"アウターを重ね着してもぶくぶくしないスマートさ。９分袖なので袖口からはみ出ないし、首回りは暖かいし、しかもインナーには見えません。
着心地もゴワゴワせず、とても良い一着でした。",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,2色を使い分けています。軽くて柔らかく暖かいです。肌触りも良く愛用しています、,4,男性,60代以上
ヒートテックタートルネックT（9分袖）,"店舗で売っていないのでオンラインで購入しました。
寒いこの時期にはタートルネックは必需品なので首元も暖かくもう手放せないです。
是非店舗でも売り出して欲しいです。",5,男性,50代
ヒートテックタートルネックT（9分袖）,"初めて長袖では無く、９分袖を購入
いつも冬ゴルフのアンダーとして長袖を着てラウンドしておりますが、
暖かくなって袖まくりする事が多いのですが、アウターから出る事無く非常に快適でした、今後は、９分袖派に成ると思います!",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"毎年、安心の品。それにアップデートもしている。

さすがに、
１シーズンヘビロテすると襟が伸びるけど、襟切ってクルーネックでも使える。
",5,男性,50代
ヒートテックタートルネックT（9分袖）,ハイネックなので首もとが温かいね。色は黒しかなかった。,4,男性,60代以上
ヒートテックタートルネックT（9分袖）,"ゆったり感を求めて、ワンサイズ大きめを購入。
肌触り良く、着心地もいいです。",5,男性,50代
ヒートテックタートルネックT（9分袖）,"ニットの下に着るのに着膨れもせず薄くて重宝しています。
しかし一部店舗のみの販売なのでオンラインでしか購入出来ないのはちょっと残念です。",5,男性,40代
ヒートテックタートルネックT（9分袖）,生地の厚さが厚すぎずインナーとしてちょうど良いです。肌触りがとてもソフトでネックの締め付けもなくストレスはありません。9部袖なので下からはみ出すこともありません。重ね着用としては最高の一品です。,5,男性,50代
ヒートテックタートルネックT（9分袖）,タートルネックでこの価格、暖かさも十分で大満足です。,5,男性,50代
ヒートテックタートルネックT（9分袖）,"ヒートテックでアンダーウェアのつもりで購入しましたが、質感もよく、ハイネックのため、この上にパーカーだったり、ジャケットを合わせても全然いけてしまうので、使い勝手がとてもいいです。
勿論、温かい！",5,男性,50代
ヒートテックタートルネックT（9分袖）,フィット感は少し細めかな。首までとても暖かく仕事用のワイシャツのインナーとして着てます。ワイシャツ+タートルネックもこの時期いいかもしれません,5,男性,50代
ヒートテックタートルネックT（9分袖）,"仕事のスクラブのインナーとして
使用しています、非常に助かります",5,男性,50代
ヒートテックタートルネックT（9分袖）,"薄くて軽いのに、作業着の下に1枚着ているだけなのに、寒さを感じません。ヒートテックおそるべしです。
腕が長いので、9分袖でなければ完璧でした。",4,男性,50代
ヒートテックタートルネックT（9分袖）,息子がスキーに行く際のインナーのつもりで購入しました。柔らかい肌触りで、伸びも良く良かったようです。どちらかと言うと腕が短いので、9分袖で丁度良かったです。首周りも良かったのですが、もう気持ちだけが欲しかったです。,4,男性,15 - 19歳
ヒートテックタートルネックT（9分袖）,今この寒い時節に着るべきヒートテックを今回初めてユニクロさんのヒートテックを買いまして良かった、今まで着てたヒート下着ですが、ちょっと寒くなるですが、このヒートテックは比べ物にならないくらいあたたか～い下着です。買って良かったです。,4,男性,60代以上
ヒートテックタートルネックT（9分袖）,薄くて頼りなさげですが、発熱・発汗するととても温まります。なかなかの優れものです！,4,男性,50代
ヒートテックタートルネックT（9分袖）,薄くて動きやすいので、重ね着に大活躍。特に秋口や春先には手放せません。ただ本格的に寒い真冬には極暖の方が良いかも。,4,男性,50代
ヒートテックタートルネックT（9分袖）,肌触り、ヒィット感も良くとにかく暖かいので助かっています。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,タートル久しぶりだったけど首暖かで薄いので重ね着できていい感じです。,5,女性,回答しない
ヒートテックタートルネックT（9分袖）,首にピッタリのタートルネックで、暖かく、購入して大正解でした。初めに黒、グレーを買い、良かったので、もう二枚追加しました。この冬はこればかり着ています。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"主人（154㎝／48kg）のインナーとしてここ3年ほど毎年のように注文しています。
・適切なフィット感（きつくはないが緩すぎない）
・セーターやシャツのインナーとして最適だがTシャツの上に着るだけでもおかしくない
・チャコールグレーは色彩にニュアンスがあり洒落ている
・タートル部もしっかり保たれだらしなくない
・すぐ乾くし毛玉もできにくい
ということで、毎回私にも同じものを購入したくなります。（袖の部分が開放されたタイプがあれば必ず自分用にも忘れず購入することでしょう。）",5,女性,50代
ヒートテックタートルネックT（9分袖）,首元を温めてくれるので、段違いに暖かく感じます。　首元をスッキリさせたい時は丸首にしますが、シャツと合わせたりする時もこのタイプはオシャレで良いと思います。　首回りは、結構ピッタリとしています。,5,男性,40代
ヒートテックタートルネックT（9分袖）,"寒い日は、タートル必須！
コスパ最高、9分袖インナーとして、とても重宝してます",5,男性,50代
ヒートテックタートルネックT（9分袖）,タートルは薄くても温かさが違います。以前あったネイビーも再販して欲しい。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,暖かさを追求したくエキストラウォームやウルトラウォームも試しましたが、残念ながら首周りがスカスカ。冷たい空気が入ってきてしまい残念。首にピタッとくっつくのが好きなので、あえてサイズはS。ノーマルタイプは薄い分全体的な暖かさには欠けますが、私にとってはマストアイテム。厚手のアイテムにも首周りのフィット感が欲しいところですが。体重62身長172。チノパンウエストサイズ76です。ご参考まで。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"ランニング用に購入しました。
まったく寒くなく、暑いくらいです。",5,男性,50代
ヒートテックタートルネックT（9分袖）,"肌触りは、良いです。着心地も良いですし寒い時期でも、
温かくちょうど良いですし",4,男性,50代
ヒートテックタートルネックT（9分袖）,セーターの下などにあわせるととても暖かくいい感じ。色合いも合わせるものを選ばず汎用性あり,5,男性,30代
ヒートテックタートルネックT（9分袖）,ヒートテックは毎年この季節愛用させていただいてます 昨年あたりからタートルネックを着用するようになりました他のタートルネックは首をしめつけられる感じがしますが購入した商品ではそのような感じがないのでお気に入りです,5,男性,50代
ヒートテックタートルネックT（9分袖）,"冬場は厚着になりがちですが、このヒートテックインナーを着ることで、重ね着を減らす事が出来る。
その為、動きやすさが全然違うので手放せません。",5,男性,50代
ヒートテックタートルネックT（9分袖）,冬の重ね着にちょうど良い厚みで、サイズ感もちょうど良いので、色を変えてリピートしたいと思います。,4,男性,50代
ヒートテックタートルネックT（9分袖）,"昔のヒートテックは、いかにも、下着
って感じのテカテカした素材感でしたが、
今回購入した黒は、そうではありませんでした。
あらためて
コスパが良い商品であることを、再確認致しました。",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,ジャストサイズのMの黒を購入して部屋着として使っています。とても柔らかい着心地なのでストレスなく過ごせます。,4,男性,回答しない
ヒートテックタートルネックT（9分袖）,"やっぱりユニクロ
コスパが良いね買って良かったです",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"安定のユニクロヒートテック。
カラーバリエーションが減ってしまい残念です。",5,男性,30代
ヒートテックタートルネックT（9分袖）,インナーとして黒Lを購入。これまでユニクロのインナーはたいていLで良かったが、肩周りと首周りに多少締め付け感あり、これはXLにしとけば良かったと後悔。インナーの試着はどうしても気が引ける。,4,男性,50代
ヒートテックタートルネックT（9分袖）,"今年の冬は今までになく寒く感じますが、この商品を着て出掛ければとても暖かく感じます。やはりタートルネックはこの時期の必須アイテムです。
",5,男性,50代
ヒートテックタートルネックT（9分袖）,身体にジャストフィットし、パーカーのアンダーウェアとして最適。重宝しています。コスパも最高です。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,あったかいけどサラッとしていて実に着心地がいいですね。9分袖のアイデアがさらにいい。,5,男性,50代
ヒートテックタートルネックT（9分袖）,"物自体は着心地も良くていいのだが、追加購入したくても早々に売り切れて購入出来ない。
また、カラーバリエーションも少なく、レディースのように増やしてほしい。",3,男性,回答しない
ヒートテックタートルネックT（9分袖）,"父用に買い求めました。
セーターの中、カーディガンの中、トレーナーの中etc　まずばこの１枚から始まります。
首元も温かいし、着ぶくれもせず快適のようです。",5,女性,回答しない
ヒートテックタートルネックT（9分袖）,普段の生活やゴルフの時にも違和感なく着ることができる感触です。締め付けもなく大変満足しています。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"黒を購入、洗わずに白ワイシャツをきたらあちこちに色がついた。
洗濯してもおちなかったので、気をつけて！",3,男性,回答しない
ヒートテックタートルネックT（9分袖）,着心地がよく、首周りも程よいので苦しくなく大好き。,3,男性,50代
ヒートテックタートルネックT（9分袖）,暖かいのに、軽くて薄い。アンダーウェアであり、パジャマにもなったり。タートルネックのところは、痒くならない。,5,男性,回答しない
ヒートテックタートルネックT（9分袖）,肌触りも良く、暖かい。寒い休日には必ず着用している,5,男性,50代
ヒートテックタートルネックT（9分袖）,寒い冬にぴったり、首周りも暖かくて良かった。また買いたい‼️。,4,男性,60代以上
ヒートテックタートルネックT（9分袖）,体にピッタリフィットしたサイズを着たほうが温かく着れます,4,男性,50代
ヒートテックタートルネックT（9分袖）,サイズ感もちょうど良く、色も黒とグレーを購入しましたが、冬のシャツの下に合わせるには保温効果が適度にあり良いです。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"そもそもユニクロのウェアのほとんどが袖丈短めで、それが9分袖になると中途半端な位置になります
仕方なくXL買いましたが全体的に収まり悪く気持ち悪い着用感です",3,男性,回答しない
ヒートテックタートルネックT（9分袖）,"父に頼まれて購入。
薄くて暖かいのでインナーに着ても着膨れする事なく着れて良いと言っていました。",4,女性,50代
ヒートテックタートルネックT（9分袖）,優しいフィット感ですが薄くても暖かく着心地が良いので毎日着ています。,5,回答しない,60代以上
ヒートテックタートルネックT（9分袖）,薄いのに首もとから暖かく、とても気に入りました。これでこの冬を乗りきれそう！(^_^)v,5,男性,回答しない
ヒートテックタートルネックT（9分袖）,アンダーに着ながらアウターの襟からおしゃれに見えます。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"毎冬、ブラック２枚グレー１枚で着回しています。上にジャケットを着たり、寒い日はセーターの下に着たりと、薄いので使い勝手もいいです。首もあたたかい。
冬はヒートテックタートルに助けられています",5,男性,50代
ヒートテックタートルネックT（9分袖）,薄いのにとても温かく長持ちがします。色も無地で使い勝手がよい。おすすめです。,5,男性,20代
ヒートテックタートルネックT（9分袖）,着用感はナイスです。軽くてフィット感がよく、薄いのに首元も寒くなく、素材も優しいタッチです。,4,男性,50代
ヒートテックタートルネックT（9分袖）,体にフィットして、仕事や普段着に役立って、厚着をしなくなりすつきりします。,4,男性,50代
ヒートテックタートルネックT（9分袖）,"着心地が最高で暖かい。
冬はこれなしではもう無理です
",4,男性,40代
ヒートテックタートルネックT（9分袖）,"冬場にインナーとして着用しています。
9部袖で上にシャツなどを着ても、ヒートテックの袖がはみ出てこないのが嬉しいです。",5,男性,50代
ヒートテックタートルネックT（9分袖）,ヒートテックと呼べる程暖かくないし、肌着と変わらない,3,男性,50代
ヒートテックタートルネックT（9分袖）,冬の仕事以外の日のインナーは、これしか考えられません。暖かいのに気ぶくれしないところが一番気に入っています。,5,男性,50代
ヒートテックタートルネックT（9分袖）,"一枚で肌着の役割も果たし、さらっとした優しい肌ざわり、
重ね着しないでその上からセーターなど着るだけで温かい。
だぶつかない。
頸が冷えないので風邪をひかないですし、体の熱を逃さない。従兄姉たちにも頼まれてそれぞれに、サイズはM&L都合上下合わせて6セット枚購入しました。
（上下のうち下は：女性はレギンス、最後は上下パジャマになります。笑）旅行にも持って行きます。
",5,女性,60代以上
ヒートテックタートルネックT（9分袖）,"XLだと少しビッタリしていたので、1サイズ大きいサイズで購入しましたが、特に袖などブカブカになることなく、ゆったり目に着れました。

ただ本来希望していた色のサイズが、すぐに再入荷待ちになってしまうので、できればシーズン中は入荷が沢山あると嬉しいです。",4,男性,50代
ヒートテックタートルネックT（9分袖）,外でも首元が暖かくて選んで正解だったと思ってます。,5,男性,50代
ヒートテックタートルネックT（9分袖）,シャツのインナー用に購入しました。嵩張らないこの薄さがあるようで無い商品で、しかも暖かい!重宝します。,5,男性,50代
ヒートテックタートルネックT（9分袖）,冬は首元が寒い、そんな時、ヒートテックのタートルはフット感が心地よく、手放せません。店舗に置いてないのが、不満です。,5,男性,回答しない
ヒートテックタートルネックT（9分袖）,着ていて、気持ちが良いです。そして、温かい。最高に大好きな商品です,5,女性,40代
ヒートテックタートルネックT（9分袖）,生地の伸びたるみを予測した少し小さめピッタリサイズ選びで暖かさを確保,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"アウターがダウンなど、しっかりした物になってきた時に、中に着る服としては重ね着もしやすい薄さ。また薄い割にはしっかりと保温効果もあり、とても重宝しています。
昨年1着購入して、とても良かったので今年も追加購入しました。
春先や秋口でも着用できる為、マストアイテムです",5,男性,60代以上
ヒートテックタートルネックT（9分袖）,"首周りが寒いの試しに購入しました。
薄いのに暖かいので助かりました。",4,男性,回答しない
ヒートテックタートルネックT（9分袖）,着ごごちも良く、フィット感も問題なく、軽くて最高でお値段も手ごろです。,5,男性,回答しない
ヒートテックタートルネックT（9分袖）,"さすがヒートテック、期待を裏切らないあたたかさ、ニットの重ね着には欠かせません。
冬場タートルネックは、風も防ぎあたたかいです。",5,男性,50代
ヒートテックタートルネックT（9分袖）,黒のダブルのスーツと合わせました。普段はルーズに着てましたが、初めて２つ折でジャストフィットでした。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,インナーではあるのですが、タートルネックなので着用を隠せません。見えない事より温かさを優先してのタートルネックですから、袖丈は十分丈にしてください。,4,男性,60代以上
ヒートテックタートルネックT（9分袖）,一度、着たらやめられない。店頭にないサイズが、店舗受取で配送料無しはとても助かります。,5,男性,60代以上
ヒートテックタートルネックT（9分袖）,ヒートテックのインナーの上にこのヒートテックを着るので、薄くても暖かいです。首回りも全くチクチクせず、着心地は良いです。,5,男性,回答しない
ヒートテックタートルネックT（9分袖）,"薄くても首元が暖かい為追加購入しました。
クルーネックスウェットどの相性バッチリです。",5,男性,50代
ヒートテックタートルネックT（9分袖）,シャツの下に着てもかさばらない薄さで、重ね着にぴったり。暖かさは極暖に及ばないけれど、十分なもの。動きやすいのも◎。,5,男性,40代
